Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,SalePrice,Bsmt Qual
7,1316,440.0,2.0,1316.0,1316,200141,4
7,1528,480.0,2.0,1528.0,1528,235876,4
5,2168,576.0,2.0,760.0,928,123000,3
5,1422,288.0,1.0,806.0,1081,137500,3
4,990,0.0,0.0,990.0,990,123600,4
6,1324,440.0,2.0,1088.0,1324,160000,3
6,1690,463.0,2.0,924.0,948,181000,4
5,825,720.0,2.0,825.0,825,125000,3
6,1556,441.0,2.0,727.0,829,154000,3
6,1797,616.0,2.0,1152.0,1152,231000,4
5,1056,304.0,1.0,1056.0,1056,142000,3
10,3608,840.0,3.0,1107.0,1518,475000,3
8,1778,495.0,2.0,1573.0,1778,375000,5
4,864,0.0,0.0,864.0,864,115000,3
7,1221,400.0,2.0,1221.0,1221,185000,4
6,865,216.0,1.0,660.0,740,108500,3
7,1223,480.0,2.0,600.0,520,147400,4
7,1452,506.0,2.0,691.0,713,156000,4
5,1308,400.0,2.0,880.0,880,120000,3
7,1374,400.0,2.0,384.0,744,167000,4
7,1504,437.0,2.0,1346.0,1504,191000,4
6,1384,390.0,2.0,384.0,754,161500,4
5,1411,310.0,1.0,1204.0,1411,130000,3
5,970,624.0,2.0,970.0,970,132500,3
5,904,912.0,3.0,864.0,904,144000,4
5,2233,579.0,2.0,0.0,1100,141000,0
4,875,728.0,2.0,385.0,875,117000,3
6,754,0.0,0.0,520.0,520,84500,3
4,1663,529.0,2.0,1364.0,1663,256000,4
5,925,429.0,1.0,925.0,925,117500,3
5,1308,256.0,1.0,728.0,976,160000,3
5,1375,323.0,1.0,1240.0,1375,187000,3
8,2385,818.0,3.0,1317.0,1217,350000,5
5,1792,480.0,2.0,896.0,896,133000,4
8,2464,650.0,3.0,2418.0,2464,417500,5
7,1569,660.0,3.0,1386.0,1569,175900,4
9,1680,1138.0,3.0,1555.0,1680,323262,5
7,1337,531.0,2.0,1337.0,1337,185000,4
6,816,240.0,1.0,816.0,816,129800,3
7,1541,532.0,2.0,1541.0,1541,220000,4
4,1573,240.0,1.0,884.0,989,133000,3
4,1461,384.0,1.0,832.0,832,133500,3
6,2048,776.0,2.0,1958.0,2048,170000,3
6,1642,392.0,2.0,903.0,910,168000,4
6,1470,624.0,2.0,738.0,868,140750,2
6,2299,482.0,2.0,938.0,957,204000,4
7,2035,434.0,2.0,884.0,884,222500,4
5,999,300.0,1.0,925.0,999,134500,3
8,1378,540.0,2.0,1378.0,1378,214000,4
5,1118,410.0,2.0,793.0,793,119900,4
4,1440,0.0,0.0,1440.0,1440,118000,3
5,1134,254.0,1.0,1010.0,1134,135000,3
6,1848,370.0,2.0,833.0,1053,207000,3
6,1694,576.0,2.0,1181.0,1390,136500,3
4,901,281.0,1.0,901.0,901,107900,3
6,1409,528.0,2.0,861.0,861,126000,3
6,1656,528.0,2.0,1080.0,1656,215000,3
10,2332,846.0,3.0,1682.0,1742,426000,5
5,1113,264.0,1.0,1113.0,1113,147000,3
6,1232,440.0,2.0,816.0,1232,147500,3
9,1950,706.0,3.0,1950.0,1950,383000,5
7,1872,604.0,2.0,1845.0,1872,241500,4
6,1264,400.0,2.0,676.0,676,147500,4
8,2500,683.0,3.0,1168.0,1168,355000,5
5,784,0.0,0.0,784.0,784,109500,3
2,612,308.0,1.0,0.0,612,45000,0
7,2403,349.0,1.0,1032.0,1207,244400,3
6,1644,418.0,2.0,1416.0,1644,167000,3
7,1729,542.0,2.0,860.0,860,200000,4
5,879,180.0,1.0,830.0,879,80000,3
5,864,572.0,2.0,864.0,864,115000,3
6,1196,297.0,1.0,1196.0,1196,139000,4
6,1400,440.0,2.0,672.0,672,149500,3
4,1510,296.0,1.0,755.0,755,108000,3
4,1294,0.0,0.0,0.0,694,106250,0
7,1240,826.0,3.0,1240.0,1240,194000,4
5,988,624.0,2.0,988.0,988,129500,3
5,1560,792.0,3.0,1560.0,1560,126000,3
5,1368,195.0,1.0,1078.0,1368,120000,2
7,1484,606.0,2.0,1473.0,1484,213000,4
8,1226,484.0,2.0,1226.0,1226,190000,4
6,1169,402.0,2.0,1160.0,1169,183500,4
7,1651,276.0,1.0,725.0,1035,172000,3
4,816,288.0,1.0,816.0,816,100000,3
7,1564,814.0,3.0,1564.0,1564,218836,4
6,1912,672.0,2.0,482.0,1221,163000,2
7,1525,534.0,2.0,1510.0,1525,206580,4
6,1456,390.0,2.0,728.0,728,163990,4
5,1330,390.0,1.0,396.0,665,116500,2
7,1720,400.0,2.0,840.0,840,188000,4
5,1280,432.0,2.0,793.0,1280,175000,3
8,1179,480.0,2.0,1166.0,1179,182000,4
5,960,576.0,2.0,850.0,960,103000,3
10,2633,804.0,3.0,2633.0,2633,466500,5
6,988,297.0,1.0,988.0,988,149500,3
7,1055,319.0,1.0,1061.0,1055,142500,4
5,1422,352.0,1.0,1290.0,1422,136500,3
6,1320,484.0,2.0,630.0,630,137000,4
7,1688,528.0,2.0,1675.0,1688,226500,4
7,1341,506.0,2.0,1300.0,1341,171500,4
5,954,576.0,2.0,911.0,954,132500,3
3,1040,400.0,2.0,0.0,1040,87500,0
7,1789,546.0,2.0,858.0,872,223000,3
6,1537,462.0,2.0,1319.0,1537,174000,3
5,884,270.0,1.0,884.0,884,142000,3
8,1489,776.0,2.0,1489.0,1489,232600,4
6,1309,484.0,2.0,1040.0,1309,181000,3
6,2521,576.0,2.0,942.0,1291,151400,4
8,1634,866.0,3.0,1626.0,1634,250000,4
7,1714,496.0,2.0,980.0,980,196500,4
7,2454,576.0,2.0,819.0,1312,185000,3
6,1216,336.0,1.0,1216.0,1216,113000,3
8,1419,567.0,2.0,1419.0,1419,392000,4
6,980,0.0,0.0,945.0,980,127500,4
6,1573,440.0,2.0,756.0,769,177000,4
6,2443,744.0,3.0,1158.0,1158,265000,4
8,2362,1105.0,2.0,1220.0,1220,312500,5
10,2775,880.0,2.0,1237.0,1521,325000,3
8,2014,864.0,3.0,2014.0,2014,275000,4
7,2520,721.0,3.0,1203.0,1214,290000,4
6,1494,461.0,2.0,1208.0,1494,169000,3
5,616,205.0,1.0,616.0,616,89000,3
6,1465,393.0,2.0,789.0,789,180400,4
8,1629,880.0,3.0,3206.0,1629,284000,4
5,912,275.0,1.0,912.0,912,114500,3
7,1552,782.0,3.0,1552.0,1552,212900,4
7,1430,605.0,2.0,1413.0,1430,187100,4
6,1458,440.0,2.0,729.0,729,176000,4
6,1488,552.0,2.0,1488.0,1488,215000,4
7,1582,520.0,2.0,770.0,770,185900,4
4,864,660.0,2.0,864.0,864,120500,3
5,1838,372.0,2.0,732.0,734,192140,4
5,816,264.0,1.0,816.0,816,130500,3
4,1529,240.0,1.0,0.0,1088,98000,0
9,2276,1348.0,3.0,2271.0,2276,475000,4
5,1077,338.0,1.0,961.0,1077,67000,2
8,2161,789.0,3.0,1582.0,1610,325624,5
7,1409,576.0,2.0,1409.0,1409,245000,4
5,1114,576.0,2.0,1114.0,1114,159000,3
5,1073,515.0,2.0,1073.0,1073,156000,3
10,2402,672.0,3.0,3094.0,2402,555000,5
6,1232,516.0,2.0,1232.0,1232,162500,4
6,1440,920.0,4.0,1344.0,1440,224500,4
6,1488,738.0,2.0,1488.0,1488,133000,3
7,1509,393.0,2.0,783.0,807,180000,4
5,845,264.0,1.0,845.0,845,134500,3
10,2945,641.0,3.0,1410.0,1426,438780,5
6,1431,296.0,1.0,1099.0,1431,165000,4
5,892,288.0,1.0,892.0,892,100000,3
7,1329,441.0,2.0,1329.0,1329,176000,3
5,1779,454.0,2.0,1763.0,1779,170000,3
7,1555,660.0,3.0,1373.0,1555,174000,4
6,1236,384.0,1.0,768.0,788,127000,3
7,1651,450.0,2.0,831.0,873,185900,4
5,886,273.0,1.0,190.0,886,91300,2
6,1700,544.0,2.0,1682.0,1700,200000,4
6,1846,315.0,1.0,1040.0,1168,143000,3
5,1920,451.0,2.0,1052.0,1252,172500,3
4,1088,520.0,2.0,1088.0,1088,110000,3
4,1362,768.0,3.0,1040.0,1362,140000,3
6,1314,440.0,2.0,1314.0,1314,176432,4
6,1294,496.0,2.0,1278.0,1294,179200,4
7,1274,508.0,2.0,1274.0,1274,203000,4
7,1689,954.0,3.0,1689.0,1689,248328,4
9,1641,885.0,3.0,1641.0,1641,316500,5
7,1079,249.0,1.0,570.0,617,125600,3
5,984,308.0,1.0,984.0,984,110000,3
4,960,308.0,1.0,960.0,960,108500,3
5,1044,504.0,2.0,540.0,1044,55993,3
5,1633,240.0,1.0,1027.0,1027,129000,3
6,1137,551.0,2.0,1112.0,1137,176000,4
6,1380,364.0,1.0,1380.0,1380,154000,3
6,1256,578.0,2.0,1256.0,1256,180000,4
5,1142,528.0,2.0,1142.0,1142,134000,4
6,2158,576.0,2.0,1202.0,2158,243000,3
8,1629,808.0,3.0,1616.0,1629,270000,4
6,1080,484.0,2.0,1084.0,1080,134000,3
7,2646,656.0,3.0,1347.0,1372,260000,4
7,1491,484.0,2.0,738.0,738,168675,4
6,1694,398.0,2.0,392.0,924,160000,4
5,1080,0.0,0.0,684.0,684,95000,2
6,1422,440.0,2.0,704.0,704,173000,4
7,1301,572.0,2.0,1293.0,1301,187750,4
7,2093,542.0,2.0,791.0,1236,215000,4
5,1073,270.0,1.0,1073.0,1073,120000,3
7,1506,672.0,2.0,1494.0,1506,249000,4
7,1334,477.0,2.0,1334.0,1334,164500,3
7,1295,312.0,1.0,0.0,1295,230000,0
7,1344,456.0,2.0,672.0,672,140000,3
5,732,240.0,1.0,732.0,732,118900,3
8,1468,904.0,3.0,1468.0,1468,239900,4
6,1069,440.0,2.0,1069.0,1069,146300,4
5,1040,499.0,2.0,1040.0,1040,124000,4
5,999,308.0,1.0,925.0,999,130000,4
7,1349,539.0,2.0,1349.0,1349,179000,4
7,1442,500.0,2.0,1424.0,1442,180500,4
4,747,220.0,1.0,747.0,747,80000,3
8,1578,840.0,3.0,1573.0,1578,287090,4
5,882,308.0,1.0,0.0,882,97000,0
7,1511,398.0,2.0,1368.0,1511,246990,4
6,1128,480.0,2.0,1302.0,1128,154204,3
7,1312,495.0,2.0,1312.0,1312,186000,3
5,1302,264.0,1.0,630.0,630,111750,3
9,2696,958.0,3.0,2846.0,2696,500000,5
7,1356,484.0,2.0,628.0,628,177439,4
9,2184,836.0,3.0,1104.0,1130,335000,5
7,1964,483.0,2.0,803.0,1098,205000,3
8,1321,484.0,2.0,1312.0,1321,212000,4
8,1646,525.0,2.0,1594.0,1646,246000,5
7,1260,598.0,2.0,1260.0,1260,181900,4
5,1316,484.0,2.0,926.0,926,130000,3
5,1432,360.0,2.0,264.0,768,132000,2
7,1958,499.0,2.0,779.0,1029,220000,4
8,1788,522.0,2.0,1753.0,1788,236500,4
8,1935,552.0,2.0,832.0,832,263435,4
6,1969,400.0,2.0,1272.0,1272,141000,3
7,1986,434.0,2.0,847.0,847,213000,4
7,1214,520.0,2.0,1214.0,1214,179781,4
8,1342,550.0,2.0,1342.0,1342,234250,4
8,2898,665.0,2.0,1565.0,2898,287000,4
8,2004,644.0,3.0,870.0,878,257500,5
6,986,180.0,1.0,960.0,986,102000,3
7,1108,280.0,1.0,637.0,1108,139400,3
3,1214,936.0,3.0,672.0,694,105000,3
8,2217,621.0,2.0,2217.0,2217,268000,3
6,2201,432.0,2.0,697.0,1575,274970,4
7,1220,397.0,2.0,1220.0,1220,180000,4
7,1378,360.0,2.0,689.0,689,161000,3
4,930,308.0,1.0,0.0,930,84900,0
5,988,264.0,1.0,988.0,988,119000,3
8,1964,892.0,3.0,1964.0,1964,370000,5
7,1270,524.0,2.0,1270.0,1270,175900,4
5,2240,528.0,2.0,0.0,1120,142953,0
8,1494,478.0,2.0,1494.0,1494,279700,4
5,1364,331.0,1.0,1179.0,1364,132000,2
9,2153,736.0,3.0,1440.0,1476,313000,5
4,1336,570.0,1.0,637.0,897,108000,3
7,1656,397.0,2.0,746.0,760,165400,4
6,1499,473.0,2.0,781.0,795,187000,4
8,2794,810.0,3.0,1462.0,1490,403000,4
6,2030,551.0,2.0,848.0,1118,195000,3
6,1254,525.0,2.0,1218.0,1254,158500,3
8,1989,586.0,2.0,1065.0,1091,255000,4
5,1898,484.0,2.0,1898.0,1898,236500,3
5,988,360.0,1.0,988.0,988,129250,3
7,1801,484.0,2.0,1501.0,1801,289000,3
5,1872,484.0,2.0,0.0,936,100000,0
8,2439,560.0,2.0,1531.0,1531,275000,4
8,1764,560.0,2.0,850.0,886,207000,4
5,1200,884.0,2.0,864.0,1200,146000,3
6,1030,264.0,1.0,494.0,494,116000,3
7,2034,645.0,2.0,1057.0,1057,219500,4
7,1405,478.0,2.0,1405.0,1405,173000,4
4,1229,284.0,1.0,1134.0,1229,135000,3
7,1932,610.0,2.0,979.0,992,213000,4
6,1299,494.0,2.0,967.0,1299,150000,3
7,1402,648.0,3.0,1258.0,1402,194201,5
7,1504,457.0,2.0,1346.0,1504,181000,4
6,1442,301.0,1.0,1442.0,1442,157900,3
7,1779,586.0,2.0,951.0,951,217000,4
8,1953,1043.0,3.0,1082.0,1082,252000,4
7,1909,529.0,2.0,872.0,872,197000,4
7,1630,436.0,2.0,868.0,868,189500,4
5,1250,280.0,1.0,686.0,686,116000,3
6,1328,528.0,2.0,1328.0,1328,143000,3
5,988,276.0,1.0,876.0,988,119000,3
6,1278,240.0,1.0,854.0,854,127500,3
6,1716,615.0,2.0,858.0,858,200825,4
2,498,216.0,1.0,498.0,498,35000,3
7,2840,1314.0,4.0,1420.0,1420,292500,4
6,987,280.0,1.0,483.0,483,106000,3
4,756,440.0,2.0,660.0,756,85000,2
8,1712,701.0,3.0,1712.0,1712,286500,5
6,1069,440.0,2.0,1069.0,1069,127500,4
7,1335,575.0,2.0,1335.0,1335,210400,4
8,1518,588.0,2.0,1518.0,1518,274000,5
8,1780,612.0,2.0,920.0,920,264966,4
4,1484,264.0,1.0,771.0,866,50000,3
5,1652,416.0,1.0,686.0,966,139000,2
7,2503,564.0,2.0,1223.0,1271,300000,4
8,2704,538.0,2.0,1952.0,2000,345000,4
8,1592,484.0,2.0,1556.0,1592,228000,4
7,1394,400.0,2.0,384.0,754,165500,4
4,1328,210.0,1.0,686.0,810,107000,3
8,1593,682.0,2.0,1593.0,1593,286000,5
4,720,0.0,0.0,720.0,720,34900,3
5,912,288.0,1.0,912.0,912,115000,3
8,1456,400.0,2.0,1273.0,1456,215000,4
7,1944,216.0,1.0,672.0,1272,179900,3
8,1502,528.0,2.0,1488.0,1502,212000,4
8,2064,527.0,2.0,1074.0,1074,250000,4
5,1576,225.0,1.0,1042.0,1042,149000,3
6,1658,431.0,2.0,773.0,773,188000,4
3,713,371.0,1.0,713.0,713,99800,3
7,2554,704.0,2.0,718.0,1576,159500,3
7,1374,400.0,2.0,384.0,744,184500,4
8,2574,868.0,3.0,1482.0,1482,276000,5
6,1548,440.0,2.0,804.0,804,155000,4
5,1404,504.0,2.0,1188.0,1404,160000,3
5,1440,480.0,2.0,720.0,720,157500,3
8,1803,482.0,2.0,1679.0,1803,285000,4
5,2200,0.0,0.0,1272.0,1272,145900,3
7,2037,472.0,2.0,672.0,1302,229000,4
4,1281,580.0,2.0,1151.0,845,128500,3
8,1976,885.0,3.0,1044.0,1079,286000,4
6,1608,470.0,2.0,945.0,945,189500,4
5,1210,616.0,1.0,0.0,1210,102900,0
5,1612,363.0,1.0,988.0,1030,128500,3
5,1728,371.0,1.0,1216.0,1216,156000,3
8,2482,642.0,3.0,1094.0,1133,281213,4
7,2069,505.0,2.0,585.0,2069,242000,4
6,1478,498.0,2.0,1478.0,1478,157500,3
7,1724,616.0,2.0,796.0,806,196500,4
7,1425,591.0,2.0,1425.0,1425,193000,4
5,1322,280.0,1.0,672.0,899,132000,3
7,1428,576.0,2.0,712.0,848,139900,3
6,1194,312.0,1.0,1194.0,1194,148000,3
8,1818,774.0,3.0,895.0,895,281500,5
8,2956,916.0,3.0,1706.0,1718,342000,4
6,1210,528.0,2.0,1128.0,1210,148000,3
5,1641,490.0,2.0,1001.0,1001,140000,4
5,1053,750.0,2.0,1008.0,1053,150000,3
7,2125,576.0,2.0,1064.0,1064,279500,5
6,1072,525.0,2.0,547.0,1072,140000,4
6,1664,616.0,2.0,1664.0,1664,145000,3
7,1337,511.0,2.0,1405.0,1337,184000,4
8,1226,484.0,2.0,1226.0,1226,206000,4
4,1092,253.0,1.0,546.0,546,85500,3
6,1660,240.0,1.0,715.0,849,188700,3
6,1671,484.0,2.0,1427.0,1671,200000,3
7,1061,462.0,2.0,1054.0,1061,162000,4
5,672,240.0,1.0,672.0,672,108000,3
5,1621,478.0,2.0,1621.0,1621,213000,4
8,1734,928.0,3.0,1734.0,1734,318000,5
5,2138,360.0,2.0,849.0,1075,106000,3
6,2009,795.0,3.0,672.0,1337,235000,3
4,1225,0.0,0.0,950.0,1225,128950,3
6,1362,504.0,2.0,1362.0,1362,163000,3
5,1134,240.0,1.0,756.0,756,126000,3
7,2082,484.0,2.0,1362.0,1362,200000,4
5,1524,315.0,1.0,874.0,874,144000,3
5,1800,0.0,0.0,1800.0,1800,141000,3
8,2582,758.0,3.0,1389.0,1411,322500,4
7,1661,598.0,2.0,1649.0,1661,224900,4
5,1576,528.0,2.0,1324.0,1072,223500,3
4,960,288.0,1.0,672.0,960,112000,3
6,1604,470.0,2.0,926.0,926,187500,3
1,904,0.0,0.0,683.0,904,61000,2
6,1196,528.0,2.0,684.0,684,110000,3
3,729,0.0,0.0,270.0,729,52000,3
6,1362,460.0,2.0,1362.0,1362,207000,4
5,1964,0.0,0.0,940.0,1024,130000,3
4,1296,516.0,2.0,0.0,1296,90000,0
5,1287,440.0,2.0,624.0,624,130000,4
5,1252,576.0,2.0,504.0,936,127000,2
9,1905,788.0,3.0,1905.0,1905,320000,5
5,1130,720.0,2.0,1120.0,1130,120000,3
7,1659,484.0,2.0,831.0,831,181000,4
4,894,400.0,2.0,894.0,894,110000,3
4,1701,0.0,0.0,600.0,1101,94550,2
4,869,0.0,0.0,440.0,869,85500,4
5,1008,678.0,2.0,923.0,1008,153500,4
3,1733,452.0,2.0,0.0,1733,139600,0
5,1568,440.0,2.0,1568.0,1568,143000,3
8,3238,666.0,3.0,2033.0,2053,410000,4
6,1772,492.0,2.0,928.0,928,200000,4
5,864,312.0,1.0,864.0,864,130000,3
6,1639,240.0,1.0,747.0,892,154400,3
8,2715,831.0,2.0,1142.0,1175,299800,3
5,1112,226.0,1.0,585.0,687,63000,3
5,1347,551.0,2.0,1347.0,1347,143000,3
5,964,784.0,2.0,964.0,964,137500,3
6,2872,619.0,2.0,1330.0,1542,272000,4
6,1167,400.0,2.0,1158.0,1167,173000,4
7,1524,478.0,2.0,1524.0,1524,245000,4
5,936,672.0,2.0,936.0,936,140000,4
7,2696,792.0,3.0,1264.0,1282,383970,5
4,1482,609.0,2.0,954.0,1482,125000,3
5,768,396.0,2.0,768.0,768,133000,4
8,1468,898.0,3.0,1468.0,1468,244600,4
5,1044,372.0,2.0,912.0,1044,139000,3
5,1036,312.0,1.0,1036.0,1036,112900,3
5,1360,330.0,1.0,680.0,680,111000,3
6,1392,458.0,2.0,1392.0,1392,166000,3
7,1950,576.0,2.0,975.0,975,239000,4
7,1344,784.0,4.0,1344.0,1344,209200,4
5,1484,487.0,2.0,1484.0,1484,175000,4
7,1760,583.0,2.0,1760.0,1760,269500,4
7,2322,400.0,2.0,1037.0,1037,225000,4
8,1742,564.0,2.0,1742.0,1742,275000,4
5,1376,240.0,1.0,768.0,968,105000,3
5,1086,484.0,2.0,1024.0,1086,159950,3
5,1656,180.0,1.0,660.0,808,135000,2
8,2122,938.0,3.0,2108.0,2122,345474,4
5,1522,0.0,0.0,1008.0,1008,102000,3
7,1696,625.0,2.0,1696.0,1696,198000,4
8,2078,836.0,3.0,1034.0,1050,339750,5
5,1466,566.0,2.0,796.0,1096,170000,2
5,876,576.0,2.0,876.0,876,94000,2
7,1737,578.0,2.0,851.0,851,203160,4
7,1662,711.0,3.0,1652.0,1662,291000,4
6,2267,390.0,2.0,1010.0,1010,200000,4
5,1584,506.0,2.0,1584.0,1584,119000,3
1,334,0.0,0.0,0.0,334,39300,0
4,796,0.0,0.0,796.0,796,55000,3
7,1812,469.0,2.0,952.0,952,205000,4
6,1092,264.0,1.0,525.0,525,108000,3
5,1632,576.0,2.0,1632.0,1632,143000,3
7,3082,672.0,2.0,824.0,1687,197000,3
7,1665,562.0,2.0,813.0,822,205950,4
6,1743,539.0,2.0,702.0,1041,175000,3
8,2048,552.0,2.0,1054.0,1072,301000,5
7,1314,626.0,2.0,1314.0,1314,230000,4
7,1405,478.0,2.0,1405.0,1405,171750,4
7,1027,0.0,0.0,931.0,1027,120000,3
5,1324,180.0,1.0,741.0,741,110000,3
6,1074,467.0,1.0,663.0,1074,144500,3
5,1422,576.0,2.0,925.0,1422,155000,3
6,1200,312.0,1.0,1200.0,1200,125000,3
7,1690,624.0,2.0,560.0,930,156500,3
6,1212,492.0,2.0,506.0,1212,151000,4
6,1105,308.0,1.0,1105.0,1105,135000,3
4,1092,253.0,1.0,546.0,546,79400,3
6,1358,484.0,2.0,1358.0,1358,213000,4
8,1908,431.0,2.0,967.0,993,202900,4
6,1796,546.0,2.0,794.0,882,211000,4
5,1800,0.0,0.0,1800.0,1800,130000,3
6,1608,216.0,1.0,976.0,1160,137450,3
4,1620,490.0,2.0,1281.0,1620,150000,3
5,1111,200.0,1.0,616.0,616,95000,3
7,1501,440.0,2.0,744.0,757,179400,4
5,1588,561.0,2.0,725.0,725,212109,4
5,1235,480.0,2.0,1235.0,1235,98600,3
5,1325,576.0,2.0,409.0,1325,216000,3
8,2234,768.0,3.0,1160.0,1205,300000,4
7,2260,533.0,2.0,1306.0,1306,328000,5
5,1109,288.0,1.0,372.0,576,139000,3
5,1000,575.0,2.0,1000.0,1000,164000,4
6,1045,462.0,2.0,516.0,529,123900,4
5,858,0.0,0.0,858.0,858,116500,3
6,1337,522.0,2.0,1405.0,1337,177000,4
4,1315,436.0,2.0,808.0,838,99500,2
6,1326,427.0,2.0,1326.0,1326,174190,4
7,1200,480.0,2.0,600.0,520,151000,4
6,848,420.0,2.0,848.0,848,143750,4
5,796,336.0,1.0,796.0,796,131900,4
5,1432,531.0,2.0,716.0,716,157000,4
5,1344,468.0,1.0,672.0,672,147000,3
7,1432,432.0,2.0,716.0,716,188500,4
7,1364,484.0,2.0,1364.0,1364,185850,4
5,984,310.0,1.0,984.0,984,126000,3
5,864,308.0,1.0,864.0,864,118000,3
9,1612,556.0,2.0,1612.0,1612,319900,5
6,1003,588.0,2.0,1003.0,1003,142500,3
5,1200,246.0,1.0,1200.0,1200,129900,3
7,1368,474.0,2.0,1368.0,1368,202500,4
5,1640,394.0,2.0,0.0,1640,131000,0
6,1838,721.0,3.0,1838.0,1838,185000,4
6,1456,440.0,2.0,855.0,855,138000,4
6,1368,216.0,1.0,684.0,684,114504,3
6,1487,220.0,1.0,735.0,798,113000,3
4,1154,240.0,1.0,796.0,796,125500,3
5,1020,528.0,2.0,980.0,1020,165000,3
5,1440,352.0,1.0,540.0,889,79000,3
6,1236,480.0,2.0,600.0,600,152000,4
6,1664,420.0,2.0,1004.0,1004,159000,3
4,1100,312.0,1.0,1100.0,1100,141000,3
6,1488,430.0,2.0,1008.0,1488,167000,3
5,1453,240.0,1.0,835.0,955,132000,3
7,1442,719.0,2.0,910.0,1442,179900,4
5,900,280.0,1.0,882.0,900,122000,3
6,1045,264.0,1.0,1045.0,1045,127000,3
6,1419,543.0,2.0,1487.0,1419,190000,4
5,1452,572.0,2.0,1420.0,1452,158450,4
5,1464,480.0,2.0,520.0,1464,175000,4
9,1746,758.0,3.0,1746.0,1746,377500,5
5,1536,480.0,2.0,928.0,928,138400,3
7,1734,660.0,2.0,1734.0,1734,260000,4
8,1976,908.0,3.0,1976.0,1976,440000,5
7,1212,573.0,2.0,1212.0,1212,178000,4
5,1052,288.0,1.0,1052.0,1052,138500,3
5,1057,576.0,2.0,1057.0,1057,132000,3
6,1609,305.0,1.0,1000.0,1068,149900,3
7,1668,252.0,1.0,672.0,1195,108000,3
5,924,280.0,1.0,924.0,924,110000,4
6,1229,462.0,2.0,561.0,561,124000,4
4,882,0.0,0.0,882.0,882,103200,3
7,1352,466.0,2.0,1352.0,1352,194000,5
5,948,300.0,1.0,948.0,948,108000,3
5,864,440.0,1.0,864.0,864,122000,3
7,1700,450.0,1.0,430.0,880,148400,4
5,1276,350.0,1.0,1276.0,1276,60000,3
7,1626,534.0,2.0,1602.0,1626,226500,4
2,480,308.0,1.0,480.0,480,35311,3
6,1012,0.0,0.0,976.0,1012,127500,4
5,889,484.0,2.0,864.0,889,137500,3
6,1117,542.0,2.0,1029.0,1117,147000,3
8,2452,691.0,3.0,1117.0,1132,309000,5
7,2365,551.0,2.0,1803.0,2365,315000,4
5,912,576.0,2.0,912.0,912,147000,3
8,1567,648.0,3.0,1520.0,1567,264561,4
5,1360,572.0,2.0,384.0,1360,130000,3
6,1525,440.0,2.0,756.0,769,177000,4
5,1200,0.0,0.0,780.0,780,119000,4
7,1073,246.0,1.0,1073.0,1073,157000,4
5,1159,336.0,1.0,1051.0,1159,158000,3
4,1540,352.0,1.0,1190.0,1040,115000,3
5,894,308.0,1.0,894.0,894,120750,4
7,1674,663.0,2.0,814.0,814,216000,4
4,1092,286.0,1.0,546.0,546,75000,3
6,1430,484.0,2.0,1430.0,1430,192000,3
6,1040,616.0,2.0,960.0,1040,160500,3
